text,register
νόσφι φίλου πατρὸς καὶ μητέρος ἀλλὰ καὶ ἔμπης,speech
οὐ λήξω πρὶν Τρῶας ἅδην ἐλάσαι πολέμοιο,speech
ἦ ῥα καὶ ἐν πρώτοις ἰάχων ἔχε μώνυχας ἵππους,narrative
ὣς οἳ μὲν παρὰ νηυσὶ κορωνίσι θωρήσσοντο,narrative
ἀμφὶ σὲ Πηλέος υἱὲ μάχης ἀκόρητον Ἀχαιοί,narrative
Τρῶες δ’ αὖθ’ ἑτέρωθεν ἐπὶ θρωσμῷ πεδίοιο,narrative
Ζεὺς δὲ Θέμιστα κέλευσε θεοὺς ἀγορὴν δὲ καλέσσαι,narrative
κρατὸς ἀπ’ Οὐλύμποιο πολυπτύχου ἣ δ’ ἄρα πάντῃ,narrative
φοιτήσασα κέλευσε Διὸς πρὸς δῶμα νέεσθαι,narrative
οὔτέ τις οὖν ποταμῶν ἀπέην νόσφ’ Ὠκεανοῖο,narrative
οὔτ’ ἄρα νυμφάων αἵ τ’ ἄλσεα καλὰ νέμονται,narrative
καὶ πηγὰς ποταμῶν καὶ πίσεα ποιήεντα,narrative
ἐλθόντες δ’ ἐς δῶμα Διὸς νεφεληγερέταο,narrative
ξεστῇς αἰθούσῃσιν ἐνίζανον ἃς Διὶ πατρὶ,narrative
Ἥφαιστος ποίησεν ἰδυίῃσι πραπίδεσσιν,narrative
ὣς οἳ μὲν Διὸς ἔνδον ἀγηγέρατ’ οὐδ’ ἐνοσίχθων,narrative
νηκούστησε θεᾶς ἀλλ’ ἐξ ἁλὸς ἦλθε μετ’ αὐτούς,narrative
ἷζε δ’ ἄρ’ ἐν μέσσοισι Διὸς δ’ ἐξείρετο βουλήν,narrative
τίπτ’ αὖτ’ ἀργικέραυνε θεοὺς ἀγορὴν δὲ κάλεσσας,speech
ἦ τι περὶ Τρώων καὶ Ἀχαιῶν μερμηρίζεις,speech
τῶν γὰρ νῦν ἄγχιστα μάχη πόλεμός τε δέδηε,speech
τὸν δ’ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς,narrative
ἔγνως ἐννοσίγαιε ἐμὴν ἐν στήθεσι βουλὴν,speech
ὧν ἕνεκα ξυνάγειρα μέλουσί μοι ὀλλύμενοί περ,speech
ἀλλ’ ἤτοι μὲν ἐγὼ μενέω πτυχὶ Οὐλύμποιο,speech
ἥμενος ἔνθ’ ὁρόων φρένα τέρψομαι οἳ δὲ δὴ ἄλλοι,speech
ἔρχεσθ’ ὄφρ’ ἂν ἵκησθε μετὰ Τρῶας καὶ Ἀχαιούς,speech
ἀμφοτέροισι δ’ ἀρήγεθ’ ὅπῃ νόος ἐστὶν ἑκάστου,speech
εἰ γὰρ Ἀχιλλεὺς οἶος ἐπὶ Τρώεσσι μαχεῖται,speech
οὐδὲ μίνυνθ’ ἕξουσι ποδώκεα Πηλεΐωνα,speech
καὶ δέ τί μιν καὶ πρόσθεν ὑποτρομέεσκον ὁρῶντες,speech
νῦν δ’ ὅτε δὴ καὶ θυμὸν ἑταίρου χώεται αἰνῶς,speech
δείδω μὴ καὶ τεῖχος ὑπέρμορον ἐξαλαπάξῃ,speech
ὣς ἔφατο Κρονίδης πόλεμον δ’ ἀλίαστον ἔγειρε,narrative
βὰν δ’ ἴμεναι πόλεμον δὲ θεοὶ δίχα θυμὸν ἔχοντες,narrative
Ἥρη μὲν μετ’ ἀγῶνα νεῶν καὶ Παλλὰς Ἀθήνη,narrative
ἠδὲ Ποσειδάων γαιήοχος ἠδ’ ἐριούνης,narrative
Ἑρμείας ὃς ἐπὶ φρεσὶ πευκαλίμῃσι κέκασται,narrative
Ἥφαιστος δ’ ἅμα τοῖσι κίε σθένεϊ βλεμεαίνων,narrative
χωλεύων ὑπὸ δὲ κνῆμαι ῥώοντο ἀραιαί,narrative
ἐς δὲ Τρῶας Ἄρης κορυθαίολος αὐτὰρ ἅμ’ αὐτῷ,narrative
Φοῖβος ἀκερσεκόμης ἠδ’ Ἄρτεμις ἰοχέαιρα,narrative
Λητώ τε Ξάνθός τε φιλομειδής τ’ Ἀφροδίτη,narrative
εἷος μέν ῥ’ ἀπάνευθε θεοὶ θνητῶν ἔσαν ἀνδρῶν,narrative
τεῖος Ἀχαιοὶ μὲν μέγα κύδανον οὕνεκ’ Ἀχιλλεὺς,narrative
ἐξεφάνη δηρὸν δὲ μάχης ἐπέπαυτ’ ἀλεγεινῆς,narrative
Τρῶας δὲ τρόμος αἰνὸς ὑπήλυθε γυῖα ἕκαστον,narrative
δειδιότας ὅθ’ ὁρῶντο ποδώκεα Πηλεΐωνα,narrative
τεύχεσι λαμπόμενον βροτολοιγῷ ἶσον Ἄρηϊ,narrative
αὐτὰρ ἐπεὶ μεθ’ ὅμιλον Ὀλύμπιοι ἤλυθον ἀνδρῶν,narrative
ὦρτο δ’ Ἔρις κρατερὴ λαοσσόος αὖε δ’ Ἀθήνη,narrative
στᾶσ’ ὁτὲ μὲν παρὰ τάφρον ὀρυκτὴν τείχεος ἐκτός,narrative
ἄλλοτ’ ἐπ’ ἀκτάων ἐριδούπων μακρὸν ἀΰτει,narrative
αὖε δ’ Ἄρης ἑτέρωθεν ἐρεμνῇ λαίλαπι ἶσος,narrative
ὀξὺ κατ’ ἀκροτάτης πόλιος Τρώεσσι κελεύων,narrative
ἄλλοτε πὰρ Σιμόεντι θέων ἐπὶ Καλλικολώνῃ,narrative
ὣς τοὺς ἀμφοτέρους μάκαρες θεοὶ ὀτρύνοντες,narrative
σύμβαλον ἐν δ’ αὐτοῖς ἔριδα ῥήγνυντο βαρεῖαν,narrative
δεινὸν δὲ βρόντησε πατὴρ ἀνδρῶν τε θεῶν τε,narrative
ὑψόθεν αὐτὰρ νέρθε Ποσειδάων ἐτίναξε,narrative
γαῖαν ἀπειρεσίην ὀρέων τ’ αἰπεινὰ κάρηνα,narrative
πάντες δ’ ἐσσείοντο πόδες πολυπίδακος Ἴδης,narrative
καὶ κορυφαί Τρώων τε πόλις καὶ νῆες Ἀχαιῶν,narrative
ἔδεισεν δ’ ὑπένερθεν ἄναξ ἐνέρων Ἀϊδωνεύς,narrative
δείσας δ’ ἐκ θρόνου ἆλτο καὶ ἴαχε μή οἱ ὕπερθε,narrative
γαῖαν ἀναρρήξειε Ποσειδάων ἐνοσίχθων,narrative
οἰκία δὲ θνητοῖσι καὶ ἀθανάτοισι φανείη,narrative
σμερδαλέ’ εὐρώεντα τά τε στυγέουσι θεοί περ,narrative
τόσσος ἄρα κτύπος ὦρτο θεῶν ἔριδι ξυνιόντων,narrative
ἤτοι μὲν γὰρ ἔναντα Ποσειδάωνος ἄνακτος,narrative
ἵστατ’ Ἀπόλλων Φοῖβος ἔχων ἰὰ πτερόεντα,narrative
ἄντα δ’ Ἐνυαλίοιο θεὰ γλαυκῶπις Ἀθήνη,narrative
Ἥρῃ δ’ ἀντέστη χρυσηλάκατος κελαδεινὴ,narrative
Ἄρτεμις ἰοχέαιρα κασιγνήτη ἑκάτοιο,narrative
Λητοῖ δ’ ἀντέστη σῶκος ἐριούνιος Ἑρμῆς,narrative
ἄντα δ’ ἄρ’ Ἡφαίστοιο μέγας ποταμὸς βαθυδίνης,narrative
ὃν Ξάνθον καλέουσι θεοί ἄνδρες δὲ Σκάμανδρον,narrative
ὣς οἳ μὲν θεοὶ ἄντα θεῶν ἴσαν αὐτὰρ Ἀχιλλεὺς,narrative
Ἕκτορος ἄντα μάλιστα λιλαίετο δῦναι ὅμιλον,narrative
Πριαμίδεω τοῦ γάρ ῥα μάλιστά ἑ θυμὸς ἀνώγει,narrative
αἵματος ἆσαι Ἄρηα ταλαύρινον πολεμιστήν,narrative
Αἰνείαν δ’ ἰθὺς λαοσσόος ὦρσεν Ἀπόλλων,narrative
ἀντία Πηλεΐωνος ἐνῆκε δέ οἱ μένος ἠΰ,narrative
υἱέϊ δὲ Πριάμοιο Λυκάονι εἴσατο φωνήν,narrative
τῷ μιν ἐεισάμενος προσέφη Διὸς υἱὸς Ἀπόλλων,narrative
Αἰνεία Τρώων βουληφόρε ποῦ τοι ἀπειλαὶ,speech
ἃς Τρώων βασιλεῦσιν ὑπίσχεο οἰνοποτάζων,speech
Πηλεΐδεω Ἀχιλῆος ἐναντίβιον πολεμίξειν,speech
τὸν δ’ αὖτ’ Αἰνείας ἀπαμειβόμενος προσέειπε,narrative
Πριαμίδη τί με ταῦτα καὶ οὐκ ἐθέλοντα κελεύεις,speech
ἀντία Πηλεΐωνος ὑπερθύμοιο μάχεσθαι,speech
οὐ μὲν γὰρ νῦν πρῶτα ποδώκεος ἄντ’ Ἀχιλῆος,speech
στήσομαι ἀλλ’ ἤδη με καὶ ἄλλοτε δουρὶ φόβησεν,speech
ἐξ Ἴδης ὅτε βουσὶν ἐπήλυθεν ἡμετέρῃσι,speech
πέρσε δὲ Λυρνησσὸν καὶ Πήδασον αὐτὰρ ἐμὲ Ζεὺς,speech
εἰρύσαθ’ ὅς μοι ἐπῶρσε μένος λαιψηρά τε γοῦνα,speech
ἦ κ’ ἐδάμην ὑπὸ χερσὶν Ἀχιλλῆος καὶ Ἀθήνης,speech
ἥ οἱ πρόσθεν ἰοῦσα τίθει φάος ἠδ’ ἐκέλευεν,speech
ἔγχεϊ χαλκείῳ Λέλεγας καὶ Τρῶας ἐναίρειν,speech
τὼ οὐκ ἔστ’ Ἀχιλῆος ἐναντίον ἄνδρα μάχεσθαι,speech
αἰεὶ γὰρ πάρα εἷς γε θεῶν ὃς λοιγὸν ἀμύνει,speech
καὶ δ’ ἄλλως τοῦ γ’ ἰθὺ βέλος πέτετ’ οὐδ’ ἀπολήγει,speech
πρὶν χροὸς ἀνδρομέοιο διελθέμεν εἰ δὲ θεός περ,speech
ἶσον τείνειεν πολέμου τέλος οὔ κε μάλα ῥέα,speech
νικήσει’ οὐδ’ εἰ παγχάλκεος εὔχεται εἶναι,speech
τὸν δ’ αὖτε προσέειπεν ἄναξ Διὸς υἱὸς Ἀπόλλων,narrative
ἥρως ἀλλ’ ἄγε καὶ σὺ θεοῖς αἰειγενέτῃσιν,speech
εὔχεο καὶ δὲ σέ φασι Διὸς κούρης Ἀφροδίτης,speech
ἐκγεγάμεν κεῖνος δὲ χερείονος ἐκ θεοῦ ἐστίν,speech
ἣ μὲν γὰρ Διός ἐσθ’ ἣ δ’ ἐξ ἁλίοιο γέροντος,speech
ἀλλ’ ἰθὺς φέρε χαλκὸν ἀτειρέα μηδέ σε πάμπαν,speech
λευγαλέοις ἐπέεσσιν ἀποτρεπέτω καὶ ἀρειῇ,speech
ὣς εἰπὼν ἔμπνευσε μένος μέγα ποιμένι λαῶν,narrative
βῆ δὲ διὰ προμάχων κεκορυθμένος αἴθοπι χαλκῷ,narrative
οὐδ’ ἔλαθ’ Ἀγχίσαο πάϊς λευκώλενον Ἥρην,narrative
ἀντία Πηλεΐωνος ἰὼν ἀνὰ οὐλαμὸν ἀνδρῶν,narrative
ἣ δ’ ἄμυδις στήσασα θεοὺς μετὰ μῦθον ἔειπε,narrative
φράζεσθον δὴ σφῶϊ Ποσείδαον καὶ Ἀθήνη,speech
ἐν φρεσὶν ὑμετέρῃσιν ὅπως ἔσται τάδε ἔργα,speech
Αἰνείας ὅδ’ ἔβη κεκορυθμένος αἴθοπι χαλκῷ,speech
ἀντία Πηλεΐωνος ἀνῆκε δὲ Φοῖβος Ἀπόλλων,speech
ἀλλ’ ἄγεθ’ ἡμεῖς πέρ μιν ἀποτρωπῶμεν ὀπίσσω,speech
αὐτόθεν ἤ τις ἔπειτα καὶ ἡμείων Ἀχιλῆϊ,speech
παρσταίη δοίη δὲ κράτος μέγα μηδέ τι θυμῷ,speech
δευέσθω ἵνα εἰδῇ ὅ μιν φιλέουσιν ἄριστοι,speech
ἀθανάτων οἳ δ’ αὖτ’ ἀνεμώλιοι οἳ τὸ πάρος περ,speech
Τρωσὶν ἀμύνουσιν πόλεμον καὶ δηϊοτῆτα,speech
πάντες δ’ Οὐλύμποιο κατήλθομεν ἀντιόωντες,speech
τῆσδε μάχης ἵνα μή τι μετὰ Τρώεσσι πάθῃσι,speech
σήμερον ὕστερον αὖτε τὰ πείσεται ἅσσά οἱ αἶσα,speech
γιγνομένῳ ἐπένησε λίνῳ ὅτε μιν τέκε μήτηρ,speech
εἰ δ’ Ἀχιλεὺς οὐ ταῦτα θεῶν ἐκ πεύσεται ὀμφῆς,speech
δείσετ’ ἔπειθ’ ὅτε κέν τις ἐναντίβιον θεὸς ἔλθῃ,speech
ἐν πολέμῳ χαλεποὶ δὲ θεοὶ φαίνεσθαι ἐναργεῖς,speech
τὴν δ’ ἠμείβετ’ ἔπειτα Ποσειδάων ἐνοσίχθων,narrative
Ἥρη μὴ χαλέπαινε παρ’ ἐκ νόον οὐδέ τί σε χρή,speech
οὐκ ἂν ἔγωγ’ ἐθέλοιμι θεοὺς ἔριδι ξυνελάσσαι,speech
ἡμέας τοὺς ἄλλους ἐπεὶ ἦ πολὺ φέρτεροί εἰμεν,speech
ἀλλ’ ἡμεῖς μὲν ἔπειτα καθεζώμεσθα κιόντες,speech
ἐκ πάτου ἐς σκοπιήν πόλεμος δ’ ἄνδρεσσι μελήσει,speech
εἰ δέ κ’ Ἄρης ἄρχωσι μάχης ἢ Φοῖβος Ἀπόλλων,speech
ἢ Ἀχιλῆ’ ἴσχωσι καὶ οὐκ εἰῶσι μάχεσθαι,speech
αὐτίκ’ ἔπειτα καὶ ἄμμι παρ’ αὐτόθι νεῖκος ὀρεῖται,speech
φυλόπιδος μάλα δ’ ὦκα διακρινθέντας ὀΐω,speech
ἂψ ἴμεν Οὔλυμπον δὲ θεῶν μεθ’ ὁμήγυριν ἄλλων,speech
ἡμετέρῃς ὑπὸ χερσὶν ἀναγκαίηφι δαμέντας,speech
ὣς ἄρα φωνήσας ἡγήσατο κυανοχαίτης,narrative
τεῖχος ἐς ἀμφίχυτον Ἡρακλῆος θείοιο,narrative
ὑψηλόν τό ῥά οἱ Τρῶες καὶ Παλλὰς Ἀθήνη,narrative
ποίεον ὄφρα τὸ κῆτος ὑπεκπροφυγὼν ἀλέαιτο,narrative
ὁππότε μιν σεύαιτο ἀπ’ ἠϊόνος πεδίον δέ,narrative
ἔνθα Ποσειδάων κατ’ ἄρ’ ἕζετο καὶ θεοὶ ἄλλοι,narrative
ἀμφὶ δ’ ἄρ’ ἄρρηκτον νεφέλην ὤμοισιν ἕσαντο,narrative
οἳ δ’ ἑτέρωσε καθῖζον ἐπ’ ὀφρύσι Καλλικολώνης,narrative
ἀμφὶ σὲ ἤϊε Φοῖβε καὶ Ἄρηα πτολίπορθον,narrative
ὣς οἳ μέν ῥ’ ἑκάτερθε καθήατο μητιόωντες,narrative
βουλάς ἀρχέμεναι δὲ δυσηλεγέος πολέμοιο,narrative
ὄκνεον ἀμφότεροι Ζεὺς δ’ ἥμενος ὕψι κέλευε,narrative
τῶν δ’ ἅπαν ἐπλήσθη πεδίον καὶ λάμπετο χαλκῷ,narrative
ἀνδρῶν ἠδ’ ἵππων κάρκαιρε δὲ γαῖα πόδεσσιν,narrative
ὀρνυμένων ἄμυδις δύο δ’ ἀνέρες ἔξοχ’ ἄριστοι,narrative
ἐς μέσον ἀμφοτέρων συνίτην μεμαῶτε μάχεσθαι,narrative
Αἰνείας τ’ Ἀγχισιάδης καὶ δῖος Ἀχιλλεύς,narrative
Αἰνείας δὲ πρῶτος ἀπειλήσας ἐβεβήκει,narrative
νευστάζων κόρυθι βριαρῇ ἀτὰρ ἀσπίδα θοῦριν,narrative
πρόσθεν ἔχε στέρνοιο τίνασσε δὲ χάλκεον ἔγχος,narrative
Πηλεΐδης δ’ ἑτέρωθεν ἐναντίον ὦρτο λέων ὣς,narrative
σίντης ὅν τε καὶ ἄνδρες ἀποκτάμεναι μεμάασιν,narrative
ἀγρόμενοι πᾶς δῆμος ὃ δὲ πρῶτον μὲν ἀτίζων,narrative
ἔρχεται ἀλλ’ ὅτε κέν τις ἀρηϊθόων αἰζηῶν,narrative
δουρὶ βάλῃ ἐάλη τε χανών περί τ’ ἀφρὸς ὀδόντας,narrative
γίγνεται ἐν δέ τέ οἱ κραδίῃ στένει ἄλκιμον ἦτορ,narrative
οὐρῇ δὲ πλευράς τε καὶ ἰσχία ἀμφοτέρωθεν,narrative
μαστίεται ἑὲ δ’ αὐτὸν ἐποτρύνει μαχέσασθαι,narrative
γλαυκιόων δ’ ἰθὺς φέρεται μένει ἤν τινα πέφνῃ,narrative
ἀνδρῶν ἢ αὐτὸς φθίεται πρώτῳ ἐν ὁμίλῳ,narrative
ὣς Ἀχιλῆ’ ὄτρυνε μένος καὶ θυμὸς ἀγήνωρ,narrative
ἀντίον ἐλθέμεναι μεγαλήτορος Αἰνείαο,narrative
οἳ δ’ ὅτε δὴ σχεδὸν ἦσαν ἐπ’ ἀλλήλοισιν ἰόντες,narrative
τὸν πρότερος προσέειπε ποδάρκης δῖος Ἀχιλλεύς,narrative
Αἰνεία τί σὺ τόσσον ὁμίλου πολλὸν ἐπελθὼν,speech
ἔστης ἦ σέ γε θυμὸς ἐμοὶ μαχέσασθαι ἀνώγει,speech
ἐλπόμενον Τρώεσσιν ἀνάξειν ἱπποδάμοισι,speech
τιμῆς τῆς Πριάμου ἀτὰρ εἴ κεν ἔμ’ ἐξεναρίξῃς,speech
οὔ τοι τοὔνεκά γε Πρίαμος γέρας ἐν χερὶ θήσει,speech
εἰσὶν γάρ οἱ παῖδες ὃ δ’ ἔμπεδος οὐδ’ ἀεσίφρων,speech
ἦ νύ τί τοι Τρῶες τέμενος τάμον ἔξοχον ἄλλων,speech
καλὸν φυταλιῆς καὶ ἀρούρης ὄφρα νέμηαι,speech
αἴ κεν ἐμὲ κτείνῃς χαλεπῶς δέ σ’ ἔολπα τὸ ῥέξειν,speech
ἤδη μὲν σέ γέ φημι καὶ ἄλλοτε δουρὶ φοβῆσαι,speech
ἦ οὐ μέμνῃ ὅτε πέρ σε βοῶν ἄπο μοῦνον ἐόντα,speech
σεῦα κατ’ Ἰδαίων ὀρέων ταχέεσσι πόδεσσι,speech
καρπαλίμως τότε δ’ οὔ τι μετατροπαλίζεο φεύγων,speech
ἔνθεν δ’ ἐς Λυρνησσὸν ὑπέκφυγες αὐτὰρ ἐγὼ τὴν,speech
πέρσα μεθορμηθεὶς σὺν Ἀθήνῃ καὶ Διὶ πατρί,speech
ληϊάδας δὲ γυναῖκας ἐλεύθερον ἦμαρ ἀπούρας,speech
ἦγον ἀτὰρ σὲ Ζεὺς ἐρρύσατο καὶ θεοὶ ἄλλοι,speech
ἀλλ’ οὐ νῦν ἐρύεσθαι ὀΐομαι ὡς ἐνὶ θυμῷ,speech
βάλλεαι ἀλλά σ’ ἔγωγ’ ἀναχωρήσαντα κελεύω,speech
ἐς πληθὺν ἰέναι μηδ’ ἀντίος ἵστασ’ ἐμεῖο,speech
πρίν τι κακὸν παθέειν ῥεχθὲν δέ τε νήπιος ἔγνω,speech
τὸν δ’ αὖτ’ Αἰνείας ἀπαμείβετο φώνησέν τε,narrative
Πηλεΐδη μὴ δὴ ἐπέεσσί με νηπύτιον ὣς,speech
ἔλπεο δειδίξεσθαι ἐπεὶ σάφα οἶδα καὶ αὐτὸς,speech
ἠμὲν κερτομίας ἠδ’ αἴσυλα μυθήσασθαι,speech
ἴδμεν δ’ ἀλλήλων γενεήν ἴδμεν δὲ τοκῆας,speech
πρόκλυτ’ ἀκούοντες ἔπεα θνητῶν ἀνθρώπων,speech
ὄψει δ’ οὔ τ’ ἄρ πω σὺ ἐμοὺς ἴδες οὔτ’ ἄρ’ ἐγὼ σούς,speech
φασὶ σὲ μὲν Πηλῆος ἀμύμονος ἔκγονον εἶναι,speech
μητρὸς δ’ ἐκ Θέτιδος καλλιπλοκάμου ἁλοσύδνης,speech
αὐτὰρ ἐγὼν υἱὸς μεγαλήτορος Ἀγχίσαο,speech
εὔχομαι ἐκγεγάμεν μήτηρ δέ μοί ἐστ’ Ἀφροδίτη,speech
τῶν δὴ νῦν ἕτεροί γε φίλον παῖδα κλαύσονται,speech
σήμερον οὐ γάρ φημ’ ἐπέεσσί γε νηπυτίοισιν,speech
ὧδε διακρινθέντε μάχης ἐξαπονέεσθαι,speech
εἰ δ’ ἐθέλεις καὶ ταῦτα δαήμεναι ὄφρ’ ἐῢ εἰδῇς,speech
ἡμετέρην γενεήν πολλοὶ δέ μιν ἄνδρες ἴσασι,speech
Δάρδανον αὖ πρῶτον τέκετο νεφεληγερέτα Ζεύς,speech
κτίσσε δὲ Δαρδανίην ἐπεὶ οὔ πω Ἴλιος ἱρὴ,speech
ἐν πεδίῳ πεπόλιστο πόλις μερόπων ἀνθρώπων,speech
ἀλλ’ ἔθ’ ὑπωρείας ᾤκεον πολυπίδακος Ἴδης,speech
Δάρδανος αὖ τέκεθ’ υἱὸν Ἐριχθόνιον βασιλῆα,speech
ὃς δὴ ἀφνειότατος γένετο θνητῶν ἀνθρώπων,speech
τοῦ τρισχίλιαι ἵπποι ἕλος κάτα βουκολέοντο,speech
θήλειαι πώλοισιν ἀγαλλόμεναι ἀταλῇσι,speech
τάων καὶ Βορέης ἠράσσατο βοσκομενάων,speech
ἵππῳ δ’ εἰσάμενος παρελέξατο κυανοχαίτῃ,speech
αἳ δ’ ὑποκυσάμεναι ἔτεκον δυοκαίδεκα πώλους,speech
αἳ δ’ ὅτε μὲν σκιρτῷεν ἐπὶ ζείδωρον ἄρουραν,speech
ἄκρον ἐπ’ ἀνθερίκων καρπὸν θέον οὐδὲ κατέκλων,speech
ἀλλ’ ὅτε δὴ σκιρτῷεν ἐπ’ εὐρέα νῶτα θαλάσσης,speech
ἄκρον ἐπὶ ῥηγμῖνος ἁλὸς πολιοῖο θέεσκον,speech
Τρῶα δ’ Ἐριχθόνιος τέκετο Τρώεσσιν ἄνακτα,speech
Τρωὸς δ’ αὖ τρεῖς παῖδες ἀμύμονες ἐξεγένοντο,speech
Ἶλός τ’ Ἀσσάρακός τε καὶ ἀντίθεος Γανυμήδης,speech
ὃς δὴ κάλλιστος γένετο θνητῶν ἀνθρώπων,speech
τὸν καὶ ἀνηρείψαντο θεοὶ Διὶ οἰνοχοεύειν,speech
κάλλεος εἵνεκα οἷο ἵν’ ἀθανάτοισι μετείη,speech
Ἶλος δ’ αὖ τέκεθ’ υἱὸν ἀμύμονα Λαομέδοντα,speech
Λαομέδων δ’ ἄρα Τιθωνὸν τέκετο Πρίαμόν τε,speech
Λάμπόν τε Κλυτίον θ’ Ἱκετάονά τ’ ὄζον Ἄρηος,speech
Ἀσσάρακος δὲ Κάπυν ὃ δ’ ἄρ’ Ἀγχίσην τέκε παῖδα,speech
αὐτὰρ ἔμ’ Ἀγχίσης Πρίαμος δ’ ἔτεχ’ Ἕκτορα δῖον,speech
ταύτης τοι γενεῆς τε καὶ αἵματος εὔχομαι εἶναι,speech
Ζεὺς δ’ ἀρετὴν ἄνδρεσσιν ὀφέλλει τε μινύθει τε,speech
ὅππως κεν ἐθέλῃσιν ὃ γὰρ κάρτιστος ἁπάντων,speech
ἀλλ’ ἄγε μηκέτι ταῦτα λεγώμεθα νηπύτιοι ὣς,speech
ἑσταότ’ ἐν μέσσῃ ὑσμίνῃ δηϊοτῆτος,speech
ἔστι γὰρ ἀμφοτέροισιν ὀνείδεα μυθήσασθαι,speech
πολλὰ μάλ’ οὐδ’ ἂν νηῦς ἑκατόζυγος ἄχθος ἄροιτο,speech
στρεπτὴ δὲ γλῶσσ’ ἐστὶ βροτῶν πολέες δ’ ἔνι μῦθοι,speech
παντοῖοι ἐπέων δὲ πολὺς νομὸς ἔνθα καὶ ἔνθα,speech
ὁπποῖόν κ’ εἴπῃσθα ἔπος τοῖόν κ’ ἐπακούσαις,speech
ἀλλὰ τί ἢ ἔριδας καὶ νείκεα νῶϊν ἀνάγκη,speech
νεικεῖν ἀλλήλοισιν ἐναντίον ὥς τε γυναῖκας,speech
αἵ τε χολωσάμεναι ἔριδος πέρι θυμοβόροιο,speech
νεικεῦσ’ ἀλλήλῃσι μέσην ἐς ἄγυιαν ἰοῦσαι,speech
πόλλ’ ἐτεά τε καὶ οὐκί χόλος δέ τε καὶ τὰ κελεύει,speech
ἀλκῆς δ’ οὔ μ’ ἐπέεσσιν ἀποτρέψεις μεμαῶτα,speech
πρὶν χαλκῷ μαχέσασθαι ἐναντίον ἀλλ’ ἄγε θᾶσσον,speech
γευσόμεθ’ ἀλλήλων χαλκήρεσιν ἐγχείῃσιν,speech
ἦ ῥα καὶ ἐν δεινῷ σάκει ἤλασεν ὄβριμον ἔγχος,narrative
σμερδαλέῳ μέγα δ’ ἀμφὶ σάκος μύκε δουρὸς ἀκωκῇ,narrative
Πηλεΐδης δὲ σάκος μὲν ἀπὸ ἕο χειρὶ παχείῃ,narrative
ἔσχετο ταρβήσας φάτο γὰρ δολιχόσκιον ἔγχος,narrative
ῥέα διελεύσεσθαι μεγαλήτορος Αἰνείαο,narrative
νήπιος οὐδ’ ἐνόησε κατὰ φρένα καὶ κατὰ θυμὸν,narrative
ὡς οὐ ῥηΐδι’ ἐστὶ θεῶν ἐρικυδέα δῶρα,narrative
ἀνδράσι γε θνητοῖσι δαμήμεναι οὐδ’ ὑποείκειν,narrative
οὐδὲ τότ’ Αἰνείαο δαΐφρονος ὄβριμον ἔγχος,narrative
ῥῆξε σάκος χρυσὸς γὰρ ἐρύκακε δῶρα θεοῖο,narrative
ἀλλὰ δύω μὲν ἔλασσε διὰ πτύχας αἳ δ’ ἄρ’ ἔτι τρεῖς,narrative
ἦσαν ἐπεὶ πέντε πτύχας ἤλασε κυλλοποδίων,narrative
τὰς δύο χαλκείας δύο δ’ ἔνδοθι κασσιτέροιο,narrative
τὴν δὲ μίαν χρυσῆν τῇ ῥ’ ἔσχετο μείλινον ἔγχος,narrative
δεύτερος αὖτ’ Ἀχιλεὺς προΐει δολιχόσκιον ἔγχος,narrative
καὶ βάλεν Αἰνείαο κατ’ ἀσπίδα πάντοσ’ ἐΐσην,narrative
ἄντυγ’ ὕπο πρώτην ᾗ λεπτότατος θέε χαλκός,narrative
λεπτοτάτη δ’ ἐπέην ῥινὸς βοός ἣ δὲ διὰ πρὸ,narrative
Πηλιὰς ἤϊξεν μελίη λάκε δ’ ἀσπὶς ὑπ’ αὐτῆς,narrative
Αἰνείας δ’ ἐάλη καὶ ἀπὸ ἕθεν ἀσπίδ’ ἀνέσχε,narrative
δείσας ἐγχείη δ’ ἄρ’ ὑπὲρ νώτου ἐνὶ γαίῃ,narrative
ἔστη ἱεμένη διὰ δ’ ἀμφοτέρους ἕλε κύκλους,narrative
ἀσπίδος ἀμφιβρότης ὃ δ’ ἀλευάμενος δόρυ μακρὸν,narrative
ἔστη κὰδ δ’ ἄχος οἱ χύτο μυρίον ὀφθαλμοῖσι,narrative
ταρβήσας ὅ οἱ ἄγχι πάγη βέλος αὐτὰρ Ἀχιλλεὺς,narrative
ἐμμεμαὼς ἐπόρουσεν ἐρυσσάμενος ξίφος ὀξὺ,narrative
σμερδαλέα ἰάχων ὃ δὲ χερμάδιον λάβε χειρὶ,narrative
Αἰνείας μέγα ἔργον ὃ οὐ δύο γ’ ἄνδρε φέροιεν,narrative
οἷοι νῦν βροτοί εἰσ’ ὃ δέ μιν ῥέα πάλλε καὶ οἶος,narrative
ἔνθά κεν Αἰνείας μὲν ἐπεσσύμενον βάλε πέτρῳ,narrative
ἢ κόρυθ’ ἠὲ σάκος τό οἱ ἤρκεσε λυγρὸν ὄλεθρον,narrative
τὸν δέ κε Πηλεΐδης σχεδὸν ἄορι θυμὸν ἀπηύρα,narrative
εἰ μὴ ἄρ’ ὀξὺ νόησε Ποσειδάων ἐνοσίχθων,narrative
