text,register
βόθρον ὀρύξαι ὅσον τε πυγούσιον ἔνθα καὶ ἔνθα,speech
ἀμφ’ αὐτῷ δὲ χοὴν χεῖσθαι πᾶσιν νεκύεσσιν,speech
πρῶτα μελικρήτῳ μετέπειτα δὲ ἡδέι οἴνῳ,speech
τὸ τρίτον αὖθ’ ὕδατι ἐπὶ δ’ ἄλφιτα λευκὰ παλύνειν,speech
πολλὰ δὲ γουνοῦσθαι νεκύων ἀμενηνὰ κάρηνα,speech
ἐλθὼν εἰς Ἰθάκην στεῖραν βοῦν ἥ τις ἀρίστη,speech
ῥέξειν ἐν μεγάροισι πυρήν τ’ ἐμπλησέμεν ἐσθλῶν,speech
Τειρεσίῃ δ’ ἀπάνευθεν ὄιν ἱερευσέμεν οἴῳ,speech
παμμέλαν’ ὃς μήλοισι μεταπρέπει ὑμετέροισιν,speech
αὐτὰρ ἐπὴν εὐχῇσι λίσῃ κλυτὰ ἔθνεα νεκρῶν,speech
ἔνθ’ ὄιν ἀρνειὸν ῥέζειν θῆλύν τε μέλαιναν,speech
εἰς Ἔρεβος στρέψας αὐτὸς δ’ ἀπονόσφι τραπέσθαι,speech
ἱέμενος ποταμοῖο ῥοάων ἔνθα δὲ πολλαὶ,speech
ψυχαὶ ἐλεύσονται νεκύων κατατεθνηώτων,speech
δὴ τότ’ ἔπειθ’ ἑτάροισιν ἐποτρῦναι καὶ ἀνῶξαι,speech
μῆλα τὰ δὴ κατάκειτ’ ἐσφαγμένα νηλέι χαλκῷ,speech
δείραντας κατακῆαι ἐπεύξασθαι δὲ θεοῖσιν,speech
ἰφθίμῳ τ’ Ἀίδῃ καὶ ἐπαινῇ Περσεφονείῃ,speech
αὐτὸς δὲ ξίφος ὀξὺ ἐρυσσάμενος παρὰ μηροῦ,speech
ἧσθαι μηδὲ ἐᾶν νεκύων ἀμενηνὰ κάρηνα,speech
αἵματος ἆσσον ἴμεν πρὶν Τειρεσίαο πυθέσθαι,speech
ἔνθα τοι αὐτίκα μάντις ἐλεύσεται ὄρχαμε λαῶν,speech
ὅς κέν τοι εἴπῃσιν ὁδὸν καὶ μέτρα κελεύθου,speech
νόστον θ’ ὡς ἐπὶ πόντον ἐλεύσεαι ἰχθυόεντα,speech
ὣς ἔφατ’ αὐτίκα δὲ χρυσόθρονος ἤλυθεν Ἠώς,speech
ἀμφὶ δέ με χλαῖνάν τε χιτῶνά τε εἵματα ἕσσεν,speech
αὐτὴ δ’ ἀργύφεον φᾶρος μέγα ἕννυτο νύμφη,speech
λεπτὸν καὶ χαρίεν περὶ δὲ ζώνην βάλετ’ ἰξυῖ,speech
καλὴν χρυσείην κεφαλῇ δ’ ἐπέθηκε καλύπτρην,speech
αὐτὰρ ἐγὼ διὰ δώματ’ ἰὼν ὤτρυνον ἑταίρους,speech
μειλιχίοις ἐπέεσσι παρασταδὸν ἄνδρα ἕκαστον,speech
μηκέτι νῦν εὕδοντες ἀωτεῖτε γλυκὺν ὕπνον,speech
ἀλλ’ ἴομεν δὴ γάρ μοι ἐπέφραδε πότνια Κίρκη,speech
ὣς ἐφάμην τοῖσιν δ’ ἐπεπείθετο θυμὸς ἀγήνωρ,speech
οὐδὲ μὲν οὐδ’ ἔνθεν περ ἀπήμονας ἦγον ἑταίρους,speech
Ἐλπήνωρ δέ τις ἔσκε νεώτατος οὔτε τι λίην,speech
ἄλκιμος ἐν πολέμῳ οὔτε φρεσὶν ᾗσιν ἀρηρώς,speech
ὅς μοι ἄνευθ’ ἑτάρων ἱεροῖς ἐν δώμασι Κίρκης,speech
ψύχεος ἱμείρων κατελέξατο οἰνοβαρείων,speech
κινυμένων δ’ ἑτάρων ὅμαδον καὶ δοῦπον ἀκούσας,speech
ἐξαπίνης ἀνόρουσε καὶ ἐκλάθετο φρεσὶν ᾗσιν,speech
ἄψορρον καταβῆναι ἰὼν ἐς κλίμακα μακρήν,speech
ἀλλὰ καταντικρὺ τέγεος πέσεν ἐκ δέ οἱ αὐχὴν,speech
ἀστραγάλων ἐάγη ψυχὴ δ’ Ἄϊδόσδε κατῆλθεν,speech
ἐρχομένοισι δὲ τοῖσιν ἐγὼ μετὰ μῦθον ἔειπον,speech
φάσθε νύ που οἶκόνδε φίλην ἐς πατρίδα γαῖαν,speech
ἔρχεσθ’ ἄλλην δ’ ἧμιν ὁδὸν τεκμήρατο Κίρκη,speech
εἰς Ἀίδαο δόμους καὶ ἐπαινῆς Περσεφονείης,speech
ψυχῇ χρησομένους Θηβαίου Τειρεσίαο,speech
ὣς ἐφάμην τοῖσιν δὲ κατεκλάσθη φίλον ἦτορ,speech
ἑζόμενοι δὲ κατ’ αὖθι γόων τίλλοντό τε χαίτας,speech
ἀλλ’ οὐ γάρ τις πρῆξις ἐγίγνετο μυρομένοισιν,speech
ἀλλ’ ὅτε δή ῥ’ ἐπὶ νῆα θοὴν καὶ θῖνα θαλάσσης,speech
ᾔομεν ἀχνύμενοι θαλερὸν κατὰ δάκρυ χέοντες,speech
τόφρα δ’ ἄρ’ οἰχομένη Κίρκη παρὰ νηὶ μελαίνῃ,speech
ἀρνειὸν κατέδησεν ὄιν θῆλύν τε μέλαιναν,speech
ῥεῖα παρεξελθοῦσα τίς ἂν θεὸν οὐκ ἐθέλοντα,speech
ὀφθαλμοῖσιν ἴδοιτ’ ἢ ἔνθ’ ἢ ἔνθα κιόντα,speech
αὐτὰρ ἐπεί ῥ’ ἐπὶ νῆα κατήλθομεν ἠδὲ θάλασσαν,speech
νῆα μὲν ἂρ πάμπρωτον ἐρύσσαμεν εἰς ἅλα δῖαν,speech
ἐν δ’ ἱστὸν τιθέμεσθα καὶ ἱστία νηὶ μελαίνῃ,speech
ἐν δὲ τὰ μῆλα λαβόντες ἐβήσαμεν ἂν δὲ καὶ αὐτοὶ,speech
βαίνομεν ἀχνύμενοι θαλερὸν κατὰ δάκρυ χέοντες,speech
ἡμῖν δ’ αὖ κατόπισθε νεὸς κυανοπρῴροιο,speech
ἴκμενον οὖρον ἵει πλησίστιον ἐσθλὸν ἑταῖρον,speech
Κίρκη εὐπλόκαμος δεινὴ θεὸς αὐδήεσσα,speech
ἡμεῖς δ’ ὅπλα ἕκαστα πονησάμενοι κατὰ νῆα,speech
ἥμεθα τὴν δ’ ἄνεμός τε κυβερνήτης τ’ ἴθυνε,speech
τῆς δὲ πανημερίης τέταθ’ ἱστία ποντοπορούσης,speech
δύσετό τ’ ἠέλιος σκιόωντό τε πᾶσαι ἀγυιαί,speech
ἡ δ’ ἐς πείραθ’ ἵκανε βαθυρρόου Ὠκεανοῖο,speech
ἔνθα δὲ Κιμμερίων ἀνδρῶν δῆμός τε πόλις τε,speech
ἠέρι καὶ νεφέλῃ κεκαλυμμένοι οὐδέ ποτ’ αὐτοὺς,speech
ἠέλιος φαέθων καταδέρκεται ἀκτίνεσσιν,speech
οὔθ’ ὁπότ’ ἂν στείχῃσι πρὸς οὐρανὸν ἀστερόεντα,speech
οὔθ’ ὅτ’ ἂν ἂψ ἐπὶ γαῖαν ἀπ’ οὐρανόθεν προτράπηται,speech
ἀλλ’ ἐπὶ νὺξ ὀλοὴ τέταται δειλοῖσι βροτοῖσι,speech
νῆα μὲν ἔνθ’ ἐλθόντες ἐκέλσαμεν ἐκ δὲ τὰ μῆλα,speech
εἱλόμεθ’ αὐτοὶ δ’ αὖτε παρὰ ῥόον Ὠκεανοῖο,speech
ᾔομεν ὄφρ’ ἐς χῶρον ἀφικόμεθ’ ὃν φράσε Κίρκη,speech
ἔνθ’ ἱερήια μὲν Περιμήδης Εὐρύλοχός τε,speech
ἔσχον ἐγὼ δ’ ἄορ ὀξὺ ἐρυσσάμενος παρὰ μηροῦ,speech
βόθρον ὄρυξ’ ὅσσον τε πυγούσιον ἔνθα καὶ ἔνθα,speech
ἀμφ’ αὐτῷ δὲ χοὴν χεόμην πᾶσιν νεκύεσσι,speech
πρῶτα μελικρήτῳ μετέπειτα δὲ ἡδέι οἴνῳ,speech
τὸ τρίτον αὖθ’ ὕδατι ἐπὶ δ’ ἄλφιτα λευκὰ πάλυνον,speech
πολλὰ δὲ γουνούμην νεκύων ἀμενηνὰ κάρηνα,speech
ἐλθὼν εἰς Ἰθάκην στεῖραν βοῦν ἥ τις ἀρίστη,speech
ῥέξειν ἐν μεγάροισι πυρήν τ’ ἐμπλησέμεν ἐσθλῶν,speech
Τειρεσίῃ δ’ ἀπάνευθεν ὄιν ἱερευσέμεν οἴῳ,speech
παμμέλαν’ ὃς μήλοισι μεταπρέπει ἡμετέροισι,speech
τοὺς δ’ ἐπεὶ εὐχωλῇσι λιτῇσί τε ἔθνεα νεκρῶν,speech
ἐλλισάμην τὰ δὲ μῆλα λαβὼν ἀπεδειροτόμησα,speech
ἐς βόθρον ῥέε δ’ αἷμα κελαινεφές αἱ δ’ ἀγέροντο,speech
ψυχαὶ ὑπὲξ Ἐρέβευς νεκύων κατατεθνηώτων,speech
νύμφαι τ’ ἠίθεοί τε πολύτλητοί τε γέροντες,speech
παρθενικαί τ’ ἀταλαὶ νεοπενθέα θυμὸν ἔχουσαι,speech
πολλοὶ δ’ οὐτάμενοι χαλκήρεσιν ἐγχείῃσιν,speech
ἄνδρες ἀρηίφατοι βεβροτωμένα τεύχε’ ἔχοντες,speech
οἳ πολλοὶ περὶ βόθρον ἐφοίτων ἄλλοθεν ἄλλος,speech
θεσπεσίῃ ἰαχῇ ἐμὲ δὲ χλωρὸν δέος ᾕρει,speech
δὴ τότ’ ἔπειθ’ ἑτάροισιν ἐποτρύνας ἐκέλευσα,speech
μῆλα τὰ δὴ κατέκειτ’ ἐσφαγμένα νηλέι χαλκῷ,speech
δείραντας κατακῆαι ἐπεύξασθαι δὲ θεοῖσιν,speech
ἰφθίμῳ τ’ Ἀΐδῃ καὶ ἐπαινῇ Περσεφονείῃ,speech
αὐτὸς δὲ ξίφος ὀξὺ ἐρυσσάμενος παρὰ μηροῦ,speech
ἥμην οὐδ’ εἴων νεκύων ἀμενηνὰ κάρηνα,speech
αἵματος ἆσσον ἴμεν πρὶν Τειρεσίαο πυθέσθαι,speech
πρώτη δὲ ψυχὴ Ἐλπήνορος ἦλθεν ἑταίρου,speech
οὐ γάρ πω ἐτέθαπτο ὑπὸ χθονὸς εὐρυοδείης,speech
σῶμα γὰρ ἐν Κίρκης μεγάρῳ κατελείπομεν ἡμεῖς,speech
ἄκλαυτον καὶ ἄθαπτον ἐπεὶ πόνος ἄλλος ἔπειγε,speech
τὸν μὲν ἐγὼ δάκρυσα ἰδὼν ἐλέησά τε θυμῷ,speech
καί μιν φωνήσας ἔπεα πτερόεντα προσηύδων,speech
Ἐλπῆνορ πῶς ἦλθες ὑπὸ ζόφον ἠερόεντα,speech
ἔφθης πεζὸς ἰὼν ἢ ἐγὼ σὺν νηὶ μελαίνῃ,speech
ὣς ἐφάμην ὁ δέ μ’ οἰμώξας ἠμείβετο μύθῳ,speech
διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ,speech
ἆσέ με δαίμονος αἶσα κακὴ καὶ ἀθέσφατος οἶνος,speech
Κίρκης δ’ ἐν μεγάρῳ καταλέγμενος οὐκ ἐνόησα,speech
ἄψορρον καταβῆναι ἰὼν ἐς κλίμακα μακρήν,speech
ἀλλὰ καταντικρὺ τέγεος πέσον ἐκ δέ μοι αὐχὴν,speech
ἀστραγάλων ἐάγη ψυχὴ δ’ Ἄϊδόσδε κατῆλθε,speech
νῦν δέ σε τῶν ὄπιθεν γουνάζομαι οὐ παρεόντων,speech
πρός τ’ ἀλόχου καὶ πατρός ὅ σ’ ἔτρεφε τυτθὸν ἐόντα,speech
Τηλεμάχου θ’ ὃν μοῦνον ἐνὶ μεγάροισιν ἔλειπες,speech
οἶδα γὰρ ὡς ἐνθένδε κιὼν δόμου ἐξ Ἀίδαο,speech
νῆσον ἐς Αἰαίην σχήσεις ἐυεργέα νῆα,speech
ἔνθα σ’ ἔπειτα ἄναξ κέλομαι μνήσασθαι ἐμεῖο,speech
μή μ’ ἄκλαυτον ἄθαπτον ἰὼν ὄπιθεν καταλείπειν,speech
νοσφισθείς μή τοί τι θεῶν μήνιμα γένωμαι,speech
ἀλλά με κακκῆαι σὺν τεύχεσιν ἅσσα μοι ἔστιν,speech
σῆμά τέ μοι χεῦαι πολιῆς ἐπὶ θινὶ θαλάσσης,speech
ἀνδρὸς δυστήνοιο καὶ ἐσσομένοισι πυθέσθαι,speech
ταῦτά τέ μοι τελέσαι πῆξαί τ’ ἐπὶ τύμβῳ ἐρετμόν,speech
τῷ καὶ ζωὸς ἔρεσσον ἐὼν μετ’ ἐμοῖς ἑτάροισιν,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
ταῦτά τοι ὦ δύστηνε τελευτήσω τε καὶ ἔρξω,speech
νῶι μὲν ὣς ἐπέεσσιν ἀμειβομένω στυγεροῖσιν,speech
ἥμεθ’ ἐγὼ μὲν ἄνευθεν ἐφ’ αἵματι φάσγανον ἴσχων,speech
εἴδωλον δ’ ἑτέρωθεν ἑταίρου πόλλ’ ἀγόρευεν,speech
ἦλθε δ’ ἐπὶ ψυχὴ μητρὸς κατατεθνηυίης,speech
Αὐτολύκου θυγάτηρ μεγαλήτορος Ἀντίκλεια,speech
τὴν ζωὴν κατέλειπον ἰὼν εἰς Ἴλιον ἱρήν,speech
τὴν μὲν ἐγὼ δάκρυσα ἰδὼν ἐλέησά τε θυμῷ,speech
ἀλλ’ οὐδ’ ὣς εἴων προτέρην πυκινόν περ ἀχεύων,speech
αἵματος ἆσσον ἴμεν πρὶν Τειρεσίαο πυθέσθαι,speech
ἦλθε δ’ ἐπὶ ψυχὴ Θηβαίου Τειρεσίαο,speech
χρύσεον σκῆπτρον ἔχων ἐμὲ δ’ ἔγνω καὶ προσέειπεν,speech
διογενὲς Λαερτιάδη πολυμήχαν’ Ὀδυσσεῦ,speech
τίπτ’ αὖτ’ ὦ δύστηνε λιπὼν φάος ἠελίοιο,speech
ἤλυθες ὄφρα ἴδῃ νέκυας καὶ ἀτερπέα χῶρον,speech
ἀλλ’ ἀποχάζεο βόθρου ἄπισχε δὲ φάσγανον ὀξύ,speech
αἵματος ὄφρα πίω καί τοι νημερτέα εἴπω,speech
ὣς φάτ’ ἐγὼ δ’ ἀναχασσάμενος ξίφος ἀργυρόηλον,speech
κουλεῷ ἐγκατέπηξ’ ὁ δ’ ἐπεὶ πίεν αἷμα κελαινόν,speech
καὶ τότε δή μ’ ἐπέεσσι προσηύδα μάντις ἀμύμων,speech
νόστον δίζηαι μελιηδέα φαίδιμ’ Ὀδυσσεῦ,speech
τὸν δέ τοι ἀργαλέον θήσει θεός οὐ γὰρ ὀίω,speech
λήσειν ἐννοσίγαιον ὅ τοι κότον ἔνθετο θυμῷ,speech
χωόμενος ὅτι οἱ υἱὸν φίλον ἐξαλάωσας,speech
ἀλλ’ ἔτι μέν κε καὶ ὣς κακά περ πάσχοντες ἵκοισθε,speech
αἴ κ’ ἐθέλῃς σὸν θυμὸν ἐρυκακέειν καὶ ἑταίρων,speech
ὁππότε κε πρῶτον πελάσῃς ἐυεργέα νῆα,speech
Θρινακίῃ νήσῳ προφυγὼν ἰοειδέα πόντον,speech
βοσκομένας δ’ εὕρητε βόας καὶ ἴφια μῆλα,speech
Ἠελίου ὃς πάντ’ ἐφορᾷ καὶ πάντ’ ἐπακούει,speech
τὰς εἰ μέν κ’ ἀσινέας ἐάᾳς νόστου τε μέδηαι,speech
καί κεν ἔτ’ εἰς Ἰθάκην κακά περ πάσχοντες ἵκοισθε,speech
εἰ δέ κε σίνηαι τότε τοι τεκμαίρομ’ ὄλεθρον,speech
νηί τε καὶ ἑτάροις αὐτὸς δ’ εἴ πέρ κεν ἀλύξῃς,speech
ὀψὲ κακῶς νεῖαι ὀλέσας ἄπο πάντας ἑταίρους,speech
νηὸς ἐπ’ ἀλλοτρίης δήεις δ’ ἐν πήματα οἴκῳ,speech
ἄνδρας ὑπερφιάλους οἵ τοι βίοτον κατέδουσι,speech
μνώμενοι ἀντιθέην ἄλοχον καὶ ἕδνα διδόντες,speech
ἀλλ’ ἦ τοι κείνων γε βίας ἀποτίσεαι ἐλθών,speech
αὐτὰρ ἐπὴν μνηστῆρας ἐνὶ μεγάροισι τεοῖσι,speech
κτείνῃς ἠὲ δόλῳ ἢ ἀμφαδὸν ὀξέι χαλκῷ,speech
ἔρχεσθαι δὴ ἔπειτα λαβὼν ἐυῆρες ἐρετμόν,speech
εἰς ὅ κε τοὺς ἀφίκηαι οἳ οὐκ ἴσασι θάλασσαν,speech
ἀνέρες οὐδέ θ’ ἅλεσσι μεμιγμένον εἶδαρ ἔδουσιν,speech
οὐδ’ ἄρα τοί γ’ ἴσασι νέας φοινικοπαρῄους,speech
οὐδ’ ἐυήρε’ ἐρετμά τά τε πτερὰ νηυσὶ πέλονται,speech
σῆμα δέ τοι ἐρέω μάλ’ ἀριφραδές οὐδέ σε λήσει,speech
ὁππότε κεν δή τοι συμβλήμενος ἄλλος ὁδίτης,speech
φήῃ ἀθηρηλοιγὸν ἔχειν ἀνὰ φαιδίμῳ ὤμῳ,speech
καὶ τότε δὴ γαίῃ πήξας ἐυῆρες ἐρετμόν,speech
ῥέξας ἱερὰ καλὰ Ποσειδάωνι ἄνακτι,speech
ἀρνειὸν ταῦρόν τε συῶν τ’ ἐπιβήτορα κάπρον,speech
οἴκαδ’ ἀποστείχειν ἔρδειν θ’ ἱερᾶς ἑκατόμβας,speech
ἀθανάτοισι θεοῖσι τοὶ οὐρανὸν εὐρὺν ἔχουσι,speech
πᾶσι μάλ’ ἑξείης θάνατος δέ τοι ἐξ ἁλὸς αὐτῷ,speech
ἀβληχρὸς μάλα τοῖος ἐλεύσεται ὅς κέ σε πέφνῃ,speech
γήραι ὕπο λιπαρῷ ἀρημένον ἀμφὶ δὲ λαοὶ,speech
ὄλβιοι ἔσσονται τὰ δέ τοι νημερτέα εἴρω,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
Τειρεσίη τὰ μὲν ἄρ που ἐπέκλωσαν θεοὶ αὐτοί,speech
ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον,speech
μητρὸς τήνδ’ ὁρόω ψυχὴν κατατεθνηυίης,speech
ἡ δ’ ἀκέουσ’ ἧσται σχεδὸν αἵματος οὐδ’ ἑὸν υἱὸν,speech
ἔτλη ἐσάντα ἰδεῖν οὐδὲ προτιμυθήσασθαι,speech
εἰπέ ἄναξ πῶς κέν με ἀναγνοίη τὸν ἐόντα,speech
ὣς ἐφάμην ὁ δέ μ’ αὐτίκ’ ἀμειβόμενος προσέειπεν,speech
ῥηΐδιόν τοι ἔπος ἐρέω καὶ ἐπὶ φρεσὶ θήσω,speech
ὅν τινα μέν κεν ἐᾷς νεκύων κατατεθνηώτων,speech
αἵματος ἆσσον ἴμεν ὁ δέ τοι νημερτὲς ἐνίψει,speech
ᾧ δέ κ’ ἐπιφθονέῃς ὁ δέ τοι πάλιν εἶσιν ὀπίσσω,speech
ὣς φαμένη ψυχὴ μὲν ἔβη δόμον Ἄϊδος εἴσω,speech
Τειρεσίαο ἄνακτος ἐπεὶ κατὰ θέσφατ’ ἔλεξεν,speech
αὐτὰρ ἐγὼν αὐτοῦ μένον ἔμπεδον ὄφρ’ ἐπὶ μήτηρ,speech
ἤλυθε καὶ πίεν αἷμα κελαινεφές αὐτίκα δ’ ἔγνω,speech
καί μ’ ὀλοφυρομένη ἔπεα πτερόεντα προσηύδα,speech
τέκνον ἐμόν πῶς ἦλθες ὑπὸ ζόφον ἠερόεντα,speech
ζωὸς ἐών χαλεπὸν δὲ τάδε ζωοῖσιν ὁρᾶσθαι,speech
μέσσῳ γὰρ μεγάλοι ποταμοὶ καὶ δεινὰ ῥέεθρα,speech
Ὠκεανὸς μὲν πρῶτα τὸν οὔ πως ἔστι περῆσαι,speech
πεζὸν ἐόντ’ ἢν μή τις ἔχῃ ἐυεργέα νῆα,speech
ἦ νῦν δὴ Τροίηθεν ἀλώμενος ἐνθάδ’ ἱκάνεις,speech
νηί τε καὶ ἑτάροισι πολὺν χρόνον οὐδέ πω ἦλθες,speech
εἰς Ἰθάκην οὐδ’ εἶδες ἐνὶ μεγάροισι γυναῖκα,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ μιν ἀμειβόμενος προσέειπον,speech
μῆτερ ἐμή χρειώ με κατήγαγεν εἰς Ἀίδαο,speech
ψυχῇ χρησόμενον Θηβαίου Τειρεσίαο,speech
οὐ γάρ πω σχεδὸν ἦλθον Ἀχαιΐδος οὐδέ πω ἁμῆς,speech
γῆς ἐπέβην ἀλλ’ αἰὲν ἔχων ἀλάλημαι ὀιζύν,speech
ἐξ οὗ τὰ πρώτισθ’ ἑπόμην Ἀγαμέμνονι δίῳ,speech
Ἴλιον εἰς ἐύπωλον ἵνα Τρώεσσι μαχοίμην,speech
ἀλλ’ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον,speech
τίς νύ σε κὴρ ἐδάμασσε τανηλεγέος θανάτοιο,speech
ἦ δολιχὴ νοῦσος ἦ Ἄρτεμις ἰοχέαιρα,speech
οἷς ἀγανοῖς βελέεσσιν ἐποιχομένη κατέπεφνεν,speech
εἰπὲ δέ μοι πατρός τε καὶ υἱέος ὃν κατέλειπον,speech
ἢ ἔτι πὰρ κείνοισιν ἐμὸν γέρας ἦέ τις ἤδη,speech
ἀνδρῶν ἄλλος ἔχει ἐμὲ δ’ οὐκέτι φασὶ νέεσθαι,speech
εἰπὲ δέ μοι μνηστῆς ἀλόχου βουλήν τε νόον τε,speech
ἠὲ μένει παρὰ παιδὶ καὶ ἔμπεδα πάντα φυλάσσει,speech
ἦ ἤδη μιν ἔγημεν Ἀχαιῶν ὅς τις ἄριστος,speech
ὣς ἐφάμην ἡ δ’ αὐτίκ’ ἀμείβετο πότνια μήτηρ,speech
καὶ λίην κείνη γε μένει τετληότι θυμῷ,speech
σοῖσιν ἐνὶ μεγάροισιν ὀιζυραὶ δέ οἱ αἰεὶ,speech
φθίνουσιν νύκτες τε καὶ ἤματα δάκρυ χεούσῃ,speech
σὸν δ’ οὔ πώ τις ἔχει καλὸν γέρας ἀλλὰ ἕκηλος,speech
Τηλέμαχος τεμένεα νέμεται καὶ δαῖτας ἐίσας,speech
δαίνυται ἃς ἐπέοικε δικασπόλον ἄνδρ’ ἀλεγύνειν,speech
πάντες γὰρ καλέουσι πατὴρ δὲ σὸς αὐτόθι μίμνει,speech
ἀγρῷ οὐδὲ πόλινδε κατέρχεται οὐδέ οἱ εὐναὶ,speech
δέμνια καὶ χλαῖναι καὶ ῥήγεα σιγαλόεντα,speech
ἀλλ’ ὅ γε χεῖμα μὲν εὕδει ὅθι δμῶες ἐνὶ οἴκῳ,speech
ἐν κόνι ἄγχι πυρός κακὰ δὲ χροῒ εἵματα εἷται,speech
αὐτὰρ ἐπὴν ἔλθῃσι θέρος τεθαλυῖά τ’ ὀπώρη,speech
πάντῃ οἱ κατὰ γουνὸν ἀλωῆς οἰνοπέδοιο,speech
φύλλων κεκλιμένων χθαμαλαὶ βεβλήαται εὐναί,speech
ἔνθ’ ὅ γε κεῖτ’ ἀχέων μέγα δὲ φρεσὶ πένθος ἀέξει,speech
σὸν νόστον ποθέων χαλεπὸν δ’ ἐπὶ γῆρας ἱκάνει,speech
οὕτω γὰρ καὶ ἐγὼν ὀλόμην καὶ πότμον ἐπέσπον,speech
οὔτ’ ἐμέ γ’ ἐν μεγάροισιν ἐύσκοπος ἰοχέαιρα,speech
οἷς ἀγανοῖς βελέεσσιν ἐποιχομένη κατέπεφνεν,speech
οὔτε τις οὖν μοι νοῦσος ἐπήλυθεν ἥ τε μάλιστα,speech
τηκεδόνι στυγερῇ μελέων ἐξείλετο θυμόν,speech
ἀλλά με σός τε πόθος σά τε μήδεα φαίδιμ’ Ὀδυσσεῦ,speech
σή τ’ ἀγανοφροσύνη μελιηδέα θυμὸν ἀπηύρα,speech
ὣς ἔφατ’ αὐτὰρ ἐγώ γ’ ἔθελον φρεσὶ μερμηρίξας,speech
μητρὸς ἐμῆς ψυχὴν ἑλέειν κατατεθνηυίης,speech
τρὶς μὲν ἐφωρμήθην ἑλέειν τέ με θυμὸς ἀνώγει,speech
τρὶς δέ μοι ἐκ χειρῶν σκιῇ εἴκελον ἢ καὶ ὀνείρῳ,speech
ἔπτατ’ ἐμοὶ δ’ ἄχος ὀξὺ γενέσκετο κηρόθι μᾶλλον,speech
καί μιν φωνήσας ἔπεα πτερόεντα προσηύδων,speech
μῆτερ ἐμή τί νύ μ’ οὐ μίμνεις ἑλέειν μεμαῶτα,speech
ὄφρα καὶ εἰν Ἀίδαο φίλας περὶ χεῖρε βαλόντε,speech
ἀμφοτέρω κρυεροῖο τεταρπώμεσθα γόοιο,speech
ἦ τί μοι εἴδωλον τόδ’ ἀγαυὴ Περσεφόνεια,speech
ὤτρυν’ ὄφρ’ ἔτι μᾶλλον ὀδυρόμενος στεναχίζω,speech
ὣς ἐφάμην ἡ δ’ αὐτίκ’ ἀμείβετο πότνια μήτηρ,speech
ὤ μοι τέκνον ἐμόν περὶ πάντων κάμμορε φωτῶν,speech
οὔ τί σε Περσεφόνεια Διὸς θυγάτηρ ἀπαφίσκει,speech
ἀλλ’ αὕτη δίκη ἐστὶ βροτῶν ὅτε τίς κε θάνῃσιν,speech
οὐ γὰρ ἔτι σάρκας τε καὶ ὀστέα ἶνες ἔχουσιν,speech
ἀλλὰ τὰ μέν τε πυρὸς κρατερὸν μένος αἰθομένοιο,speech
δαμνᾷ ἐπεί κε πρῶτα λίπῃ λεύκ’ ὀστέα θυμός,speech
ψυχὴ δ’ ἠύτ’ ὄνειρος ἀποπταμένη πεπότηται,speech
ἀλλὰ φόωσδε τάχιστα λιλαίεο ταῦτα δὲ πάντα,speech
ἴσθ’ ἵνα καὶ μετόπισθε τεῇ εἴπῃσθα γυναικί,speech
νῶι μὲν ὣς ἐπέεσσιν ἀμειβόμεθ’ αἱ δὲ γυναῖκες,speech
ἤλυθον ὤτρυνεν γὰρ ἀγαυὴ Περσεφόνεια,speech
ὅσσαι ἀριστήων ἄλοχοι ἔσαν ἠδὲ θύγατρες,speech
αἱ δ’ ἀμφ’ αἷμα κελαινὸν ἀολλέες ἠγερέθοντο,speech
αὐτὰρ ἐγὼ βούλευον ὅπως ἐρέοιμι ἑκάστην,speech
ἥδε δέ μοι κατὰ θυμὸν ἀρίστη φαίνετο βουλή,speech
σπασσάμενος τανύηκες ἄορ παχέος παρὰ μηροῦ,speech
οὐκ εἴων πίνειν ἅμα πάσας αἷμα κελαινόν,speech
αἱ δὲ προμνηστῖναι ἐπήισαν ἠδὲ ἑκάστη,speech
ὃν γόνον ἐξαγόρευεν ἐγὼ δ’ ἐρέεινον ἁπάσας,speech
ἔνθ’ ἦ τοι πρώτην Τυρὼ ἴδον εὐπατέρειαν,speech
ἣ φάτο Σαλμωνῆος ἀμύμονος ἔκγονος εἶναι,speech
φῆ δὲ Κρηθῆος γυνὴ ἔμμεναι Αἰολίδαο,speech
ἣ ποταμοῦ ἠράσσατ’ Ἐνιπῆος θείοιο,speech
ὃς πολὺ κάλλιστος ποταμῶν ἐπὶ γαῖαν ἵησι,speech
καί ῥ’ ἐπ’ Ἐνιπῆος πωλέσκετο καλὰ ῥέεθρα,speech
τῷ δ’ ἄρα εἰσάμενος γαιήοχος ἐννοσίγαιος,speech
ἐν προχοῇς ποταμοῦ παρελέξατο δινήεντος,speech
πορφύρεον δ’ ἄρα κῦμα περιστάθη οὔρεϊ ἶσον,speech
κυρτωθέν κρύψεν δὲ θεὸν θνητήν τε γυναῖκα,speech
